lon,lat,uso_bici,nombre
0.42128405928923884,0.6526423429115766,0.4322373696872494,EL CARME
0.4522077836058944,0.6501612692699155,0.40096230954290296,EL CARME
0.4469580087917313,0.6005970430372827,0.48275862068965514,EL CARME
0.4950418610290086,0.5991688263071637,0.5617481956696071,LA SEU
0.5358927248374932,0.6015707245927615,0.3993584603047313,LA XEREA
0.41006387516321396,0.5350794463017792,0.43504410585404973,EL BOTANIC
0.45768110264421225,0.5687389411192498,0.37369687249398553,EL MERCAT
0.49547055230175685,0.5526539523053771,0.45589414595028066,LA SEU
0.5476560335011911,0.5603483357415371,0.43504410585404973,LA XEREA
0.42438401607617227,0.5029129913591532,0.32558139534883723,SANT FRANCESC
0.48102303078414677,0.5089177877323436,0.49759422614274257,SANT FRANCESC
0.5079921284913045,0.5215912029757419,0.297514033680834,LA XEREA
0.5384786716727428,0.5231345912991401,0.44346431435445066,SANT FRANCESC
0.45244102144565534,0.47290502401244794,0.4414595028067362,SANT FRANCESC
0.4921738804143563,0.4748687419897806,0.23656776263031276,SANT FRANCESC
0.5427659583606292,0.4911629025724551,0.5429029671210907,EL PLA DEL REMEI
0.47640516075800843,0.44857731935951506,1.0,LA ROQUETA
0.5165560651879342,0.46031106092550544,0.5417000801924619,EL PLA DEL REMEI
0.3370825868855176,0.560575713367939,0.31796311146752204,LA PETXINA
0.3734711629679066,0.5713681583591779,0.297514033680834,EL BOTANIC
0.35045972392985947,0.5281495880532248,0.2690457097032879,LA PETXINA
0.3685519079977482,0.48621311501563014,0.32558139534883723,ARRANCAPINS
0.3896967699533973,0.516091203216547,0.20890136327185244,ARRANCAPINS
0.41060825913759746,0.4746902834102684,0.3071371291098637,ARRANCAPINS
0.36605340308019896,0.45281323872745816,0.3536487570168404,ARRANCAPINS
0.3927505830106659,0.43018833128371625,0.33119486768243783,ARRANCAPINS
0.4317627845378742,0.38193991242360426,0.2682437850842021,ARRANCAPINS
0.5688397479545877,0.51534450987333,0.5958299919807538,EL PLA DEL REMEI
0.5926774972611644,0.4914874458495433,0.5529270248596632,EL PLA DEL REMEI
0.561567844772838,0.4669650186790477,0.3364073777064956,EL PLA DEL REMEI
0.595312081148915,0.4469056053286522,0.4735364875701684,LA GRAN VIA
0.5640177083687394,0.42485003249214515,0.38532477947072974,LA GRAN VIA
0.5081855975291503,0.4055696860580156,0.6190858059342421,RUSSAFA
0.5473545809642224,0.39427408228289096,0.43945469125902165,LA GRAN VIA
0.5761990548104792,0.38822052867067214,0.4069767441860465,LA GRAN VIA
0.494128028241434,0.6369019157440334,0.6118684843624699,EL CARME
0.5815823514520009,0.342592156670662,0.5922213311948676,RUSSAFA
0.5445546794106018,0.31766810491478736,0.5457097032878909,RUSSAFA
0.5087591209920523,0.29254895730082353,0.5236567762630313,RUSSAFA
0.5000776910619886,0.49723269145033555,0.24258219727345628,SANT FRANCESC
0.5977618996163794,0.30971946880799806,0.3488372093023256,MONTOLIVET
0.6572396658275292,0.30759338890993604,0.4863672814755413,MONTOLIVET
0.6329838656564597,0.318888980896304,0.3917401764234162,MONTOLIVET
0.6148916368204178,0.269422149536922,0.30392943063352046,NA ROVELLA
0.6261591404763518,0.22706369610091315,0.2898957497995188,CIUTAT DE LES ARTS I DE LES CIENCIES
0.6559855332447833,0.25449116204595157,0.34562951082598237,CIUTAT DE LES ARTS I DE LES CIENCIES
0.688738167681632,0.2707691223179154,0.5457097032878909,CIUTAT DE LES ARTS I DE LES CIENCIES
0.6582662773705072,0.17818282378539152,0.285084202085004,CIUTAT DE LES ARTS I DE LES CIENCIES
0.6722881106838159,0.21355569932586604,0.24859663191659984,CIUTAT DE LES ARTS I DE LES CIENCIES
0.7136161396352994,0.21893276964033248,0.5316760224538893,CIUTAT DE LES ARTS I DE LES CIENCIES
0.768369111699525,0.20051248044160275,0.21331194867682438,CIUTAT DE LES ARTS I DE LES CIENCIES
0.7769923547296553,0.26301144616968486,0.5148356054530874,PENYA-ROJA
0.7595029003338505,0.2748588397514595,0.5032076984763432,PENYA-ROJA
0.7152591670571935,0.3237739361684362,0.5216519647153167,PENYA-ROJA
0.7541851115233351,0.31671415853804774,0.3781074578989575,PENYA-ROJA
0.7958039918997999,0.30175073305144906,0.38412189254210105,PENYA-ROJA
0.6611478553053804,0.4000191524038428,0.6018444266238974,MESTALLA
0.43433907329230514,0.42829074152746216,0.5032076984763432,LA ROQUETA
0.6971864257286553,0.377492882143315,0.41339214113873296,PENYA-ROJA
0.7241448760407758,0.36358435696581637,0.3440256615878107,CAMI FONDO
0.7625069656500809,0.34836125787205674,0.40938251804330394,LA CREU DEL GRAU
0.8177071341813775,0.32430941644020095,0.3440256615878107,LA CREU DEL GRAU
0.6596118381260063,0.45362447782736126,0.532878909382518,MESTALLA
0.700627958971507,0.4331593251263257,0.5384923817161187,ALBORS
0.7332736444961587,0.41689755487925595,0.590617481956696,AIORA
0.7777604342336053,0.39669205532857177,0.6162790697674418,AIORA
0.8697574679492126,0.30887533426925984,0.30834001603849237,EL GRAU
0.8217805735209609,0.3728674382699637,0.5400962309542903,AIORA
0.8510625280713158,0.3590562852974699,0.5625501202886929,AIORA
0.530974274084036,0.4768958699251016,0.3821170809943865,EL PLA DEL REMEI
0.9015184832226981,0.3335438228835983,0.4631114675220529,EL GRAU
0.7759620079113283,0.44515116943750854,0.47514033680834,AIORA
0.8106394602833591,0.42895584881728155,0.5184442662389736,AIORA
0.7051097239137762,0.48884198241057675,0.5092221331194867,ALBORS
0.724874086901333,0.5239621379079153,0.56214915797915,L'AMISTAT
0.8049814223215637,0.4910166330902257,0.553728949478749,CIUTAT JARDI
0.5891000024207931,0.7326708310438335,0.3949478748997594,TRINITAT
0.656948091054089,0.4887771135717003,0.4342421812349639,MESTALLA
0.6710057893366521,0.5347708836660559,0.5449077786688051,MESTALLA
0.6218525439471794,0.5503997250914381,0.7153167602245389,MESTALLA
0.6346852883392478,0.5728935034330789,0.4607056936647955,EXPOSICIO
0.4117068823188679,0.587954453796101,0.5188452285485164,EL CARME
0.576432487309178,0.6127688958999897,0.6659983961507618,EXPOSICIO
0.8850428136999322,0.4429746874346847,0.38452285485164395,L'ILLA PERDUDA
0.5983550888373994,0.64326371150878,0.38893344025661586,CIUTAT UNIVERSITARIA
0.3409419872045807,0.25012573819503814,0.2056936647955092,FAVARA
0.625916285226733,0.6279107817676959,0.5264635124298316,CIUTAT UNIVERSITARIA
0.6330909345260238,0.611584110211993,0.4731355252606255,EXPOSICIO
0.6508234386996206,0.6162905998269252,0.42582197273456296,CIUTAT UNIVERSITARIA
0.6542357713340543,0.5989577189138799,0.5008019246190858,EXPOSICIO
0.5705700132079241,0.06973707703969012,0.12389735364875701,LA FONTETA S.LLUIS
0.6833913408256862,0.5847733048490227,0.5188452285485164,MESTALLA
0.8015982608867254,0.5267048260727734,0.731355252606255,CIUTAT JARDI
0.7260212781182784,0.5769507483007601,0.7149157979149959,LA VEGA BAIXA
0.7791410394108405,0.6492846311103904,0.5404971932638332,LA CARRASCA
0.7587738942541202,0.5473485071292998,0.8392141138732959,L'AMISTAT
0.808179907480977,0.539461034647502,0.6098636728147554,CIUTAT JARDI
0.7565573084665314,0.4844762619878793,0.495990376904571,ALBORS
0.833923131864569,0.5114817384657044,0.5461106655974338,L'ILLA PERDUDA
0.8566137292835774,0.5161882036729821,0.5769847634322374,LA CARRASCA
0.8887730012154913,0.4933810412302364,0.751804330392943,CABANYAL-CANYAMELAR
0.7732982345102508,0.58433503621211,0.7690457097032879,LA CARRASCA
0.7183605499539261,0.6268558085027962,0.5068163592622293,LA CARRASCA
0.7679026665227364,0.625768406388147,0.3283881315156375,LA CARRASCA
0.8251444158090959,0.5991198762131944,0.4538893344025662,LA CARRASCA
0.8753378780576226,0.5747921386985126,0.37048917401764236,LA CARRASCA
0.897785175747146,0.5517608108822287,0.47714514835605454,CABANYAL-CANYAMELAR
0.9017227602985902,0.6003370105220256,0.4663191659983961,LA CARRASCA
0.8709047957750395,0.6639720576204127,0.3672814755412991,LA CARRASCA
0.8434115892008149,0.6627363531060837,0.5886126704089816,LA CARRASCA
0.8165114998327003,0.6289168509175624,0.5417000801924619,LA CARRASCA
0.8035232414966482,0.6726710087933725,0.6146752205292703,LA CARRASCA
0.7745523839653026,0.6812400904657352,0.5132317562149158,LA CARRASCA
0.7205285276699467,0.6773126448214271,0.28708901363271855,BENIMACLET
0.6679046245766886,0.7047564016212391,0.6246992782678428,BENIMACLET
0.672726587471693,0.6398068029047863,0.7028869286287089,CIUTAT UNIVERSITARIA
0.6401489687373871,0.6595254111476834,0.4987971130713713,CIUTAT UNIVERSITARIA
0.6128308218934522,0.69286038687585,0.3448275862068966,JAUME ROIG
0.624302521517127,0.7311614832136684,0.6090617481956696,BENIMACLET
0.6561413083592531,0.7522919905742356,0.30914194065757816,BENIMACLET
0.7018822021789854,0.7247508529147808,0.3356054530874098,CAMI DE VERA
0.5971302105450516,0.776457434722488,0.2939053728949479,SANT LLORENS
0.6251872293476866,0.7899277177223212,0.21010425020048115,BENIMACLET
0.657628765011796,0.8092730015192728,0.30473135525260625,CAMI DE VERA
0.6431822527353717,0.8645337253369689,0.3404170008019246,SANT LLORENS
0.6009703217982314,0.8238469472523775,0.27866880513231757,SANT LLORENS
0.5708522798591491,0.7942285243404967,0.34282277465918204,ELS ORRIOLS
0.5475102960622054,0.748932616871798,0.4198075380914194,TRINITAT
0.5449340090376666,0.704513068906067,0.42301523656776263,TRINITAT
0.5186667180054938,0.6749573957434905,0.45228548516439454,TRINITAT
0.5135910510301933,0.7377506588951519,0.48275862068965514,MORVEDRE
0.48979215094053297,0.6966905917142867,0.3917401764234162,MORVEDRE
0.5145146446571509,0.7762140699830979,0.3444266238973536,SANT ANTONI
0.46433086997082107,0.7445020837994889,0.4161988773055333,MARXALENES
0.4924365263909918,0.8132979916949807,0.3612670408981556,TORMOS
0.4507690278230587,0.7985618344216618,0.2818765036086608,TORMOS
0.4087126696698995,0.7848805839799979,0.2834803528468324,MARXALENES
0.42182730752869624,0.7445670353565674,0.31275060144346434,MARXALENES
0.3564290111458903,0.7818619812434235,0.3247794707297514,EL CALVARI
0.39963250295924,0.705000062060094,0.46431435445068164,LES TENDETES
0.35585537520812327,0.6831230242019046,0.2943063352044908,CAMPANAR
0.34344066204258983,0.6444486482414504,0.5677626303127505,CAMPANAR
0.29926495723776547,0.632146881940912,0.19767441860465115,CAMPANAR
0.2709260284238284,0.6770695634186268,0.18083400160384924,CAMPANAR
0.44774544471054334,0.5416198194076287,0.41459502806736165,EL MERCAT
0.49469272596010505,0.4433338762925132,0.0,RUSSAFA
0.6267425116912673,0.37499361775871876,0.54971932638332,LA GRAN VIA
0.7354902243158645,0.4526831128290496,0.6431435445068163,ALBORS
0.8666562617527065,0.40315124167727845,0.5096230954290296,AIORA
0.5206780307197598,0.3423890761207531,0.4482758620689655,RUSSAFA
0.44401352065116617,0.7015896648302942,0.6242983159582999,MARXALENES
0.9401820145871969,0.487657064961013,0.31676022453889335,CABANYAL-CANYAMELAR
0.6142695052275795,0.40776055919161536,0.3372093023255814,LA GRAN VIA
0.48529080842831807,0.3430220408781679,0.48957497995188454,RUSSAFA
0.37814724652725706,0.3931381597362815,0.281074578989575,ARRANCAPINS
0.9580214302109744,0.43608039275659394,0.2939053728949479,CABANYAL-CANYAMELAR
0.8899398800100422,0.38335149123861356,0.5192461908580593,CABANYAL-CANYAMELAR
0.8485349094595569,0.44643474907036307,0.43825180433039296,L'ILLA PERDUDA
0.9190663320139345,0.4567078347605502,0.4466720128307939,CABANYAL-CANYAMELAR
0.9378390239771903,0.3858670035560863,0.5392943063352045,CABANYAL-CANYAMELAR
0.9999999999999996,0.39938594406623906,0.3941459502806736,CABANYAL-CANYAMELAR
0.9880130904125615,0.4646763588561953,0.4153969526864475,CABANYAL-CANYAMELAR
0.9886353140717472,0.5125365196893199,0.27465918203688855,CABANYAL-CANYAMELAR
0.9474053164180378,0.5440213639633384,0.32999198075380914,CABANYAL-CANYAMELAR
0.9882464716888717,0.5693227845152933,0.4153969526864475,LA MALVA-ROSA
0.9879062353228631,0.632243708437386,0.2606255012028869,LA MALVA-ROSA
0.9812079718358806,0.7002119632144286,0.3933440256615878,LA MALVA-ROSA
0.9454902021363565,0.701623936914757,0.3564554931836407,LA MALVA-ROSA
0.3200209475510958,0.6756900374764427,0.272654370489174,CAMPANAR
0.3070618531937863,0.7256600033350651,0.20850040096230954,CAMPANAR
0.3851373951963972,0.8051347490436456,0.27626303127506013,BENICALAP
0.42339256114965895,0.8562731859249197,0.19446672012830793,TORREFIEL
0.4609088529451908,0.8469900126964376,0.23736968724939855,TORREFIEL
0.5130661364362852,0.871788323962619,0.2866880513231756,TORREFIEL
0.5420564381765409,0.8502195818707605,0.3155573376102646,ELS ORRIOLS
0.581720954926439,0.2538907513568347,0.3019246190858059,MONTOLIVET
0.5403354017773485,0.2628006488268966,0.31315156375300723,EN CORTS
0.5645620638703388,0.29490216048975526,0.17923015236567763,MONTOLIVET
0.4987067959945257,0.25324163441609926,0.3793103448275862,MALILLA
0.5247708313532717,0.20760487468987776,0.35886126704089816,EN CORTS
0.5900427732120601,0.2102339638167905,0.2774659182036888,NA ROVELLA
0.5420852849667819,0.16579822238247743,0.20288692862870888,NA ROVELLA
0.5079424434775115,0.17142981332642648,0.18644747393744987,MALILLA
0.5584664440795133,0.13197637826567643,0.2834803528468324,LA FONTETA S.LLUIS
0.49683121358606286,0.07778671491462319,0.33400160384923816,MALILLA
0.47829186734563756,0.08035096317064472,0.14113873295910184,MALILLA
0.44687999116763955,0.10149788188334696,0.20449077786688052,MALILLA
0.46078215463801797,0.1704236317361847,0.24057738572574178,MALILLA
0.46225988222874337,0.20788081187595253,0.19847634322373697,MALILLA
0.3844468896734492,0.24860015731974272,0.2598235765838011,LA RAIOSA
0.4322693764716803,0.33990507950807114,0.3652766639935846,ARRANCAPINS
0.40813886639257424,0.317379840226522,0.3111467522052927,LA RAIOSA
0.3713419804580491,0.3204796614085126,0.3364073777064956,LA RAIOSA
0.329859188239618,0.2979047569000386,0.21732157177225342,SAFRANAR
0.3008591853993554,0.34165893331316965,0.17201283079390536,SAFRANAR
0.3373935905441847,0.3531492378768917,0.29149959903769046,PATRAIX
0.3212943868037863,0.45294311286727407,0.24659182036888533,NOU MOLES
0.31688074439956093,0.5174545258489616,0.23696872493985566,NOU MOLES
0.3201278439642037,0.5906485895274045,0.30352846832397756,LA PETXINA
0.24383149279968608,0.7267636471985952,0.18524458700882118,SANT PAU
0.28850301782289023,0.7467905452589321,0.24017642341619888,SANT PAU
0.3225000506375948,0.8026841737917039,0.2445870088211708,BENICALAP
0.36219405118360104,0.8582694376692643,0.14554931836407378,BENICALAP
0.4312377469093307,0.2526087529099641,0.1932638331996792,LA RAIOSA
0.3663643737107183,0.19254422474080002,0.22293504410585405,LA CREU COBERTA
0.3232289015431711,0.19887368116542348,0.18524458700882118,L'HORT DE SENABRE
0.2872486786507613,0.2552055500677852,0.26303127506014434,FAVARA
0.2771283424383393,0.3067010801834158,0.14033680834001605,SAFRANAR
0.2514726262330691,0.3514614515095218,0.11507618283881316,VARA DE QUART
0.2847599584110321,0.37874286139322066,0.11347233360064155,PATRAIX
0.2497227322403206,0.4074200258107794,0.14795509222133119,TRES FORQUES
0.2869376592631565,0.41941344468307307,0.11347233360064155,TRES FORQUES
0.26056417193418246,0.476068541357904,0.243785084202085,NOU MOLES
0.21064126872603772,0.49499327703153995,0.12750601443464316,NOU MOLES
0.28075464781020987,0.5016796802734689,0.2141138732959102,NOU MOLES
0.22586733489106914,0.5327897393774492,0.16680032076984763,NOU MOLES
0.2716453753782466,0.552233914194062,0.2301523656776263,NOU MOLES
0.22758635062165,0.5751983806841281,0.2036888532477947,SANT PAU
0.28174631675849504,0.6015384710087801,0.34763432237369685,CAMPANAR
0.24378283741097517,0.6285602552372893,0.15637530072173217,SANT PAU
0.2204408935288984,0.6611811372347347,0.1515637530072173,SANT PAU
0.24422038915245592,0.783533680843675,0.13712910986367283,SANT PAU
0.2664151982529055,0.8282778094253445,0.31676022453889335,BENICALAP
0.22682817031055436,0.8182805918999065,0.08420208500400962,SANT PAU
0.268242919541934,0.8741742128415808,0.13953488372093023,BENICALAP
0.30581753910214626,0.8646313620599813,0.1623897353648757,BENICALAP
0.3838055492945558,0.8913447003629926,0.13071371291098638,BENICALAP
0.46316433513900845,0.896570469824951,0.10184442662389735,TORREFIEL
0.5882640036751079,0.8896242449017109,0.18283881315156375,SANT LLORENS
0.5524490392746042,0.930457151078258,0.16479550922213312,ELS ORRIOLS
0.5115495681584106,0.9197296243199844,0.1507618283881315,TORREFIEL
0.4769498194172095,0.9448201170296215,0.08500400962309543,TORREFIEL
0.42761183507036193,0.8964731265757564,0.11026463512429832,BENICALAP
0.34244915985159796,0.8914745694575004,0.1367281475541299,BENICALAP
0.3099298765600418,0.9351475983620503,0.10224538893344026,CIUTAT FALLERA
0.25567269379027735,0.9276172592240073,0.14033680834001605,BENIFERRI
0.2402831274111148,0.8954670605428419,0.08299919807538092,BENICALAP
0.23694854802088372,0.8625865297464088,0.0797914995990377,SANT PAU
0.21452038873573676,0.7802878509648963,0.11146752205292702,SANT PAU
0.40560150538273954,0.37314366512180186,0.20489174017642342,ARRANCAPINS
0.19566981004565243,0.6277163668421508,0.10064153969526865,SANT PAU
0.20409064051791015,0.524236967030788,0.2453889334402566,NOU MOLES
0.19204352026305171,0.47490143852530764,0.22293504410585405,LA FONTSANTA
0.20114308791364266,0.4476362341035838,0.1467522052927025,TRES FORQUES
0.20701499149646096,0.373468409531597,0.12910986367281474,VARA DE QUART
0.22868478688083904,0.31935994690718417,0.09703287890938252,VARA DE QUART
0.24748146727616183,0.268172140035972,0.15036086607858862,SANT ISIDRE
0.21242024134589776,0.2597011227485382,0.07778668805132317,SANT ISIDRE
0.220576763679194,0.1697584176414466,0.01884522854851644,SANT ISIDRE
0.2446187104658808,0.20932539452905985,0.09823576583801122,SANT ISIDRE
0.3533469007732535,0.1279841442022871,0.22173215717722533,L'HORT DE SENABRE
0.3911451218198829,0.12780558871691028,0.07658380112269447,SANT MARCEL.LI
0.3308119754806329,0.39169379737677446,0.27465918203688855,PATRAIX
0.36125068136555427,0.08801140836749255,0.11267040898155573,SANT MARCEL.LI
0.36092981482953856,0.0,0.06375300721732158,CAMI REAL
0.32322885271027824,0.09140336286907313,0.1210906174819567,CAMI REAL
0.1851604379034537,0.3201714547406027,0.09222133119486768,VARA DE QUART
0.7377457417552313,0.5980163483538945,0.43143544506816356,LA VEGA BAIXA
0.16563917066168132,0.3837253483753784,0.16960705693664796,LA FONTSANTA
0.16156577664982663,0.4416801183597272,0.09101844426623898,LA FONTSANTA
0.1150179771880726,0.47603754518604546,0.18083400160384924,LA LLUM
0.17641093508447891,0.5054611943741065,0.14554931836407378,SOTERNES
0.19338529161106388,0.8189460178995205,0.06255012028869286,SANT PAU
0.1976823442457647,0.8818994046582702,0.07337610264635125,BENIFERRI
0.07553812975278529,1.0,0.029270248596631916,BENIMAMET
0.0,0.9750394223137846,0.011226944667201283,BENIMAMET
0.3244542086530018,0.9777656876515266,0.05974338412189254,CIUTAT FALLERA
0.3536000645513764,0.9648471589305245,0.06495589414595028,BENICALAP
0.9145555217413204,0.6620732000512817,0.2698476343223737,LA MALVA-ROSA
0.9040363416141908,0.17003377602543424,0.136327185244587,NATZARET
0.9048529589197423,0.13376133786925948,0.08660785886126704,NATZARET
0.8866052278001502,0.20249236045469843,0.16760224538893342,LA PUNTA
0.9964612607535548,0.3594294436860537,0.41259021651964717,EL GRAU
